paper_id,doi,title,candidate_url,candidate_source,candidate_source_type,expected_content_type,access_route,is_open_access,institutional_access_possible,source_priority,candidate_priority,source_discovery_method,notes
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2016.05.109,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://doi.org/10.1016/j.ijhydene.2016.05.109,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from International Journal of Hydrogen Energy.
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://doi.org/10.1016/j.ijhydene.2016.05.109,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://api.elsevier.com/content/article/PII:S0360319916315506?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://api.elsevier.com/content/article/PII:S0360319916315506?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://doi.org/10.1016/j.ijhydene.2016.05.109,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,manual://paper_0159,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,120,120,local_manual_pdf_path,Local legally obtained PDF path. File exists and should be checked before network fetching.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2017.06.096/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\10.1016_j.ijhydene.2017.06.096.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166_10.1016_j.ijhydene.2017.06.096.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166_effect_of_pt_doping_on_activity_and_stability_of_ni_mgal2o4_catalyst_for_steam_r.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2017.06.096,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://doi.org/10.1016/j.ijhydene.2017.06.096,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from International Journal of Hydrogen Energy.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://doi.org/10.1016/j.ijhydene.2017.06.096,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://api.elsevier.com/content/article/PII:S0360319917324084?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://api.elsevier.com/content/article/PII:S0360319917324084?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://doi.org/10.1016/j.ijhydene.2017.06.096,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,manual://paper_0166,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,120,120,local_manual_pdf_path,Local legally obtained PDF path. File exists and should be checked before network fetching.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2019.04.287/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\10.1016_j.ijhydene.2019.04.287.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180_10.1016_j.ijhydene.2019.04.287.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180_hydrogen_production_by_steam_reforming_of_methane_over_nickel_based_structured_c.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2019.04.287,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://doi.org/10.1016/j.ijhydene.2019.04.287,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from International Journal of Hydrogen Energy.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://doi.org/10.1016/j.ijhydene.2019.04.287,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://api.elsevier.com/content/article/PII:S0360319919318427?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://api.elsevier.com/content/article/PII:S0360319919318427?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://doi.org/10.1016/j.ijhydene.2019.04.287,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,manual://paper_0180,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://ars.els-cdn.com/content/image/1-s2.0-S0360319920337368-fx1_lrg.jpg,openalex_location,oa_pdf,pdf,open_access,yes,no,112,112,openalex_live_location,OpenAlex pdf_url from International Journal of Hydrogen Energy.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://ars.els-cdn.com/content/image/1-s2.0-S0360319920337368-fx1_lrg.jpg,openalex_location,oa_html_fulltext,html_or_pdf,open_access,yes,no,110,110,openalex_live_open_access,OpenAlex open_access.oa_url.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://hdl.handle.net/11573/1475632,openalex_location,oa_html_fulltext,html,open_access,yes,unknown,88,88,openalex_live_location,OpenAlex landing_page_url from IRIS Research product catalog (Sapienza University of Rome).
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://imt-mines-albi.hal.science/hal-03138948,openalex_location,oa_html_fulltext,html,open_access,yes,unknown,88,88,openalex_live_location,OpenAlex landing_page_url from HAL (Le Centre pour la Communication Scientifique Directe).
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2020.09.262/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://doi.org/10.1016/j.ijhydene.2020.09.262,openalex_location,oa_html_fulltext,html_or_pdf,open_access,yes,unknown,84,84,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\10.1016_j.ijhydene.2020.09.262.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191_10.1016_j.ijhydene.2020.09.262.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191_supported_catalysts_for_induction_heated_steam_reforming_of_methane.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2020.09.262,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://api.elsevier.com/content/article/PII:S0360319920337368?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://api.elsevier.com/content/article/PII:S0360319920337368?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://hdl.handle.net/11573/1475632,previous_manifest,publisher_landing_page,html_or_pdf,unknown,unclear,unknown,50,50,previous_manifest_source_url,Previously recorded source path or URL.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://iris.uniroma1.it/handle/11573/1475632,previous_manifest,publisher_landing_page,html_or_pdf,unknown,unclear,unknown,50,50,previous_manifest_final_url,Previously recorded source path or URL.
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://doi.org/10.1016/j.ijhydene.2020.09.262,doi_resolver,doi_landing_page,html,doi_landing,yes,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,manual://paper_0191,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2020.06.299/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,data\raw\pdfs\10.1016_j.ijhydene.2020.06.299.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,data\raw\pdfs\paper_0193.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,data\raw\pdfs\paper_0193_10.1016_j.ijhydene.2020.06.299.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,data\raw\pdfs\paper_0193_ultracompact_methane_steam_reforming_reactor_based_on_microwaves_susceptible_str.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2020.06.299,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://doi.org/10.1016/j.ijhydene.2020.06.299,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from International Journal of Hydrogen Energy.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://doi.org/10.1016/j.ijhydene.2020.06.299,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://api.elsevier.com/content/article/PII:S036031992032509X?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://api.elsevier.com/content/article/PII:S036031992032509X?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,https://doi.org/10.1016/j.ijhydene.2020.06.299,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0193,10.1016/j.ijhydene.2020.06.299,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,manual://paper_0193,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,data\raw\pdfs\paper_0194.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,120,120,local_manual_pdf_path,Local legally obtained PDF path. File exists and should be checked before network fetching.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,https://pubs.rsc.org/en/content/articlepdf/2021/ta/d0ta11359j,rsc,institutional_pdf,pdf,institutional_access,unclear,yes,108,108,publisher_doi_pattern,RSC PDF URL pattern. This only uses normal direct URLs and does not bypass access controls.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,http://pubs.rsc.org/en/content/articlepdf/2021/TA/D0TA11359J,crossref_link,crossref_link,pdf,unknown,unclear,unknown,86,86,crossref_live_link,Crossref link content-type=unspecified; intended=similarity-checking.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d0ta11359j,rsc,publisher_landing_page,html,publisher_landing,unclear,yes,72,72,publisher_doi_pattern,RSC article landing page pattern. This only uses normal direct URLs and does not bypass access controls.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,data\raw\pdfs\10.1039_d0ta11359j.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,data\raw\pdfs\paper_0194_10.1039_d0ta11359j.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,data\raw\pdfs\paper_0194_ni_based_bimetallic_nano_catalysts_anchored_on_bazr_sub_0_4_sub_ce_sub_0_4_sub_y.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,https://doi.org/10.1039/d0ta11359j,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from Journal of Materials Chemistry A.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,https://doi.org/10.1039/d0ta11359j,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,https://doi.org/10.1039/d0ta11359j,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0194,10.1039/d0ta11359j,Ni-based bimetallic nano-catalysts anchored on BaZr<sub>0.4</sub>Ce<sub>0.4</sub>Y<sub>0.1</sub>Yb<sub>0.1</sub>O<sub>3−δ</sub> for internal steam reforming of methane in a low-temperature proton-conducting ceramic fuel cell,manual://paper_0194,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://www.sciencedirect.com/science/article/pii/j.joei.2023.101344/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",data\raw\pdfs\10.1016_j.joei.2023.101344.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",data\raw\pdfs\paper_0202.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",data\raw\pdfs\paper_0202_10.1016_j.joei.2023.101344.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
